case,split,original_processed_index,class_id,concentration
B_C12_source_C345_target,test,1238,2,125.0
B_C12_source_C345_target,test,1471,3,150.0
B_C12_source_C345_target,test,750,0,100.0
B_C12_source_C345_target,test,542,0,37.5
B_C12_source_C345_target,test,130,1,100.0
B_C12_source_C345_target,test,1649,3,250.0
B_C12_source_C345_target,test,223,1,150.0
B_C12_source_C345_target,test,203,1,125.0
B_C12_source_C345_target,test,1607,3,225.0
B_C12_source_C345_target,test,1328,3,50.0
B_C12_source_C345_target,test,653,0,75.0
B_C12_source_C345_target,test,1125,2,87.5
B_C12_source_C345_target,test,480,0,25.0
B_C12_source_C345_target,test,887,2,25.0
B_C12_source_C345_target,test,836,0,125.0
B_C12_source_C345_target,test,1012,2,62.5
B_C12_source_C345_target,test,1671,3,250.0
B_C12_source_C345_target,test,994,2,50.0
B_C12_source_C345_target,test,1592,3,200.0
B_C12_source_C345_target,test,549,0,50.0
B_C12_source_C345_target,test,201,1,125.0
B_C12_source_C345_target,test,1625,3,225.0
B_C12_source_C345_target,test,1408,3,100.0
B_C12_source_C345_target,test,367,1,225.0
B_C12_source_C345_target,test,1647,3,250.0
B_C12_source_C345_target,test,524,0,37.5
B_C12_source_C345_target,test,587,0,50.0
B_C12_source_C345_target,test,1581,3,200.0
B_C12_source_C345_target,test,778,0,112.5
B_C12_source_C345_target,test,15,1,25.0
B_C12_source_C345_target,test,105,1,75.0
B_C12_source_C345_target,test,1267,3,25.0
B_C12_source_C345_target,test,278,1,175.0
B_C12_source_C345_target,test,1615,3,225.0
B_C12_source_C345_target,test,583,0,50.0
B_C12_source_C345_target,test,391,1,250.0
B_C12_source_C345_target,test,502,0,25.0
B_C12_source_C345_target,test,377,1,225.0
B_C12_source_C345_target,test,1423,3,100.0
B_C12_source_C345_target,test,461,0,12.5
B_C12_source_C345_target,test,118,1,75.0
B_C12_source_C345_target,test,158,1,100.0
B_C12_source_C345_target,test,1289,3,25.0
B_C12_source_C345_target,test,667,0,75.0
B_C12_source_C345_target,test,438,0,12.5
B_C12_source_C345_target,test,178,1,125.0
B_C12_source_C345_target,test,970,2,50.0
B_C12_source_C345_target,test,1118,2,87.5
B_C12_source_C345_target,test,1258,2,125.0
B_C12_source_C345_target,test,433,0,12.5
B_C12_source_C345_target,test,79,1,50.0
B_C12_source_C345_target,test,175,1,125.0
B_C12_source_C345_target,test,147,1,100.0
B_C12_source_C345_target,test,7,1,25.0
B_C12_source_C345_target,test,208,1,125.0
B_C12_source_C345_target,test,1142,2,100.0
B_C12_source_C345_target,test,1021,2,62.5
B_C12_source_C345_target,test,174,1,125.0
B_C12_source_C345_target,test,986,2,50.0
B_C12_source_C345_target,test,222,1,150.0
B_C12_source_C345_target,test,647,0,75.0
B_C12_source_C345_target,test,149,1,100.0
B_C12_source_C345_target,test,1482,3,150.0
B_C12_source_C345_target,test,1144,2,100.0
B_C12_source_C345_target,test,961,2,37.5
B_C12_source_C345_target,test,116,1,75.0
B_C12_source_C345_target,test,569,0,50.0
B_C12_source_C345_target,test,1595,3,200.0
B_C12_source_C345_target,test,820,0,125.0
B_C12_source_C345_target,test,1653,3,250.0
B_C12_source_C345_target,test,813,0,125.0
B_C12_source_C345_target,test,1255,2,125.0
B_C12_source_C345_target,test,257,1,175.0
B_C12_source_C345_target,test,236,1,150.0
B_C12_source_C345_target,test,349,1,225.0
B_C12_source_C345_target,test,1467,3,125.0
B_C12_source_C345_target,test,537,0,37.5
B_C12_source_C345_target,test,556,0,50.0
B_C12_source_C345_target,test,1364,3,75.0
B_C12_source_C345_target,test,978,2,50.0
B_C12_source_C345_target,test,1007,2,50.0
B_C12_source_C345_target,test,714,0,100.0
B_C12_source_C345_target,test,1654,3,250.0
B_C12_source_C345_target,test,1299,3,25.0
B_C12_source_C345_target,test,1455,3,125.0
B_C12_source_C345_target,test,299,1,200.0
B_C12_source_C345_target,test,904,2,25.0
B_C12_source_C345_target,test,993,2,50.0
B_C12_source_C345_target,test,1632,3,225.0
B_C12_source_C345_target,test,935,2,37.5
B_C12_source_C345_target,test,1380,3,75.0
B_C12_source_C345_target,test,398,1,250.0
B_C12_source_C345_target,test,1599,3,225.0
B_C12_source_C345_target,test,123,1,75.0
B_C12_source_C345_target,test,253,1,175.0
B_C12_source_C345_target,test,44,1,50.0
B_C12_source_C345_target,test,763,0,112.5
B_C12_source_C345_target,test,1123,2,87.5
B_C12_source_C345_target,test,1018,2,62.5
B_C12_source_C345_target,test,1325,3,50.0
B_C12_source_C345_target,test,979,2,50.0
B_C12_source_C345_target,test,948,2,37.5
B_C12_source_C345_target,test,371,1,225.0
B_C12_source_C345_target,test,1431,3,125.0
B_C12_source_C345_target,test,432,0,12.5
B_C12_source_C345_target,test,75,1,50.0
B_C12_source_C345_target,test,909,2,25.0
B_C12_source_C345_target,test,1163,2,100.0
B_C12_source_C345_target,test,439,0,12.5
B_C12_source_C345_target,test,1673,3,250.0
B_C12_source_C345_target,test,125,1,75.0
B_C12_source_C345_target,test,1024,2,62.5
B_C12_source_C345_target,test,5,1,25.0
B_C12_source_C345_target,test,837,0,125.0
B_C12_source_C345_target,test,1127,2,87.5
B_C12_source_C345_target,test,1550,3,175.0
B_C12_source_C345_target,test,1171,2,100.0
B_C12_source_C345_target,test,447,0,12.5
B_C12_source_C345_target,test,982,2,50.0
B_C12_source_C345_target,test,397,1,250.0
B_C12_source_C345_target,test,859,2,12.5
B_C12_source_C345_target,test,1196,2,112.5
B_C12_source_C345_target,test,1672,3,250.0
B_C12_source_C345_target,test,1188,2,112.5
B_C12_source_C345_target,test,1035,2,62.5
B_C12_source_C345_target,test,1052,2,75.0
B_C12_source_C345_target,test,303,1,200.0
B_C12_source_C345_target,test,781,0,112.5
B_C12_source_C345_target,test,1322,3,50.0
B_C12_source_C345_target,test,919,2,25.0
B_C12_source_C345_target,test,523,0,37.5
B_C12_source_C345_target,test,1054,2,75.0
B_C12_source_C345_target,test,1149,2,100.0
B_C12_source_C345_target,test,655,0,75.0
B_C12_source_C345_target,test,1167,2,100.0
B_C12_source_C345_target,test,361,1,225.0
B_C12_source_C345_target,test,959,2,37.5
B_C12_source_C345_target,test,1236,2,125.0
B_C12_source_C345_target,test,394,1,250.0
B_C12_source_C345_target,test,1078,2,75.0
B_C12_source_C345_target,test,1282,3,25.0
B_C12_source_C345_target,test,1541,3,175.0
B_C12_source_C345_target,test,645,0,75.0
B_C12_source_C345_target,test,291,1,175.0
B_C12_source_C345_target,test,304,1,200.0
B_C12_source_C345_target,test,885,2,25.0
B_C12_source_C345_target,test,350,1,225.0
B_C12_source_C345_target,test,265,1,175.0
B_C12_source_C345_target,test,407,1,250.0
B_C12_source_C345_target,test,1309,3,50.0
B_C12_source_C345_target,test,298,1,200.0
B_C12_source_C345_target,test,1381,3,75.0
B_C12_source_C345_target,test,162,1,100.0
B_C12_source_C345_target,test,1330,3,50.0
B_C12_source_C345_target,test,1620,3,225.0
B_C12_source_C345_target,test,602,0,62.5
B_C12_source_C345_target,test,354,1,225.0
B_C12_source_C345_target,test,1534,3,175.0
B_C12_source_C345_target,test,1585,3,200.0
B_C12_source_C345_target,test,1586,3,200.0
B_C12_source_C345_target,test,442,0,12.5
B_C12_source_C345_target,test,405,1,250.0
B_C12_source_C345_target,test,1470,3,150.0
B_C12_source_C345_target,test,41,1,25.0
B_C12_source_C345_target,test,1304,3,50.0
B_C12_source_C345_target,test,1034,2,62.5
B_C12_source_C345_target,test,1601,3,225.0
B_C12_source_C345_target,test,1485,3,150.0
B_C12_source_C345_target,test,334,1,200.0
B_C12_source_C345_target,test,1486,3,150.0
B_C12_source_C345_target,test,1570,3,200.0
B_C12_source_C345_target,test,553,0,50.0
B_C12_source_C345_target,test,999,2,50.0
B_C12_source_C345_target,test,1048,2,62.5
B_C12_source_C345_target,test,200,1,125.0
B_C12_source_C345_target,test,1523,3,175.0
B_C12_source_C345_target,test,841,2,12.5
B_C12_source_C345_target,test,1609,3,225.0
B_C12_source_C345_target,test,900,2,25.0
B_C12_source_C345_target,test,555,0,50.0
B_C12_source_C345_target,test,1371,3,75.0
B_C12_source_C345_target,test,796,0,112.5
B_C12_source_C345_target,test,1593,3,200.0
B_C12_source_C345_target,test,1185,2,112.5
B_C12_source_C345_target,test,694,0,87.5
B_C12_source_C345_target,test,260,1,175.0
B_C12_source_C345_target,test,991,2,50.0
B_C12_source_C345_target,test,520,0,37.5
B_C12_source_C345_target,test,767,0,112.5
B_C12_source_C345_target,test,21,1,25.0
B_C12_source_C345_target,test,1571,3,200.0
B_C12_source_C345_target,test,1059,2,75.0
B_C12_source_C345_target,test,878,2,12.5
B_C12_source_C345_target,test,739,0,100.0
B_C12_source_C345_target,test,627,0,62.5
B_C12_source_C345_target,test,541,0,37.5
B_C12_source_C345_target,test,1335,3,50.0
B_C12_source_C345_target,test,1323,3,50.0
B_C12_source_C345_target,test,88,1,75.0
B_C12_source_C345_target,test,1340,3,50.0
B_C12_source_C345_target,test,791,0,112.5
B_C12_source_C345_target,test,1200,2,112.5
B_C12_source_C345_target,test,1386,3,100.0
B_C12_source_C345_target,test,238,1,150.0
B_C12_source_C345_target,test,895,2,25.0
B_C12_source_C345_target,test,1411,3,100.0
B_C12_source_C345_target,test,860,2,12.5
B_C12_source_C345_target,test,1657,3,250.0
B_C12_source_C345_target,test,1076,2,75.0
B_C12_source_C345_target,test,564,0,50.0
B_C12_source_C345_target,test,599,0,62.5
B_C12_source_C345_target,test,742,0,100.0
B_C12_source_C345_target,test,1370,3,75.0
B_C12_source_C345_target,test,1043,2,62.5
B_C12_source_C345_target,test,804,0,125.0
B_C12_source_C345_target,test,890,2,25.0
B_C12_source_C345_target,test,858,2,12.5
B_C12_source_C345_target,test,1046,2,62.5
B_C12_source_C345_target,test,612,0,62.5
B_C12_source_C345_target,test,1189,2,112.5
B_C12_source_C345_target,test,1648,3,250.0
B_C12_source_C345_target,test,1172,2,100.0
B_C12_source_C345_target,test,1271,3,25.0
B_C12_source_C345_target,test,1211,2,112.5
B_C12_source_C345_target,test,1368,3,75.0
B_C12_source_C345_target,test,1624,3,225.0
B_C12_source_C345_target,test,1187,2,112.5
B_C12_source_C345_target,test,204,1,125.0
B_C12_source_C345_target,test,879,2,12.5
B_C12_source_C345_target,test,1437,3,125.0
B_C12_source_C345_target,test,352,1,225.0
B_C12_source_C345_target,test,286,1,175.0
B_C12_source_C345_target,test,456,0,12.5
B_C12_source_C345_target,test,1404,3,100.0
B_C12_source_C345_target,test,122,1,75.0
B_C12_source_C345_target,test,288,1,175.0
B_C12_source_C345_target,test,1355,3,75.0
B_C12_source_C345_target,test,631,0,75.0
B_C12_source_C345_target,test,907,2,25.0
B_C12_source_C345_target,test,743,0,100.0
B_C12_source_C345_target,test,1563,3,200.0
B_C12_source_C345_target,test,741,0,100.0
B_C12_source_C345_target,test,267,1,175.0
B_C12_source_C345_target,test,966,2,50.0
B_C12_source_C345_target,test,1627,3,225.0
B_C12_source_C345_target,test,592,0,62.5
B_C12_source_C345_target,test,1363,3,75.0
B_C12_source_C345_target,test,1514,3,175.0
B_C12_source_C345_target,test,1390,3,100.0
B_C12_source_C345_target,test,1537,3,175.0
B_C12_source_C345_target,test,931,2,37.5
B_C12_source_C345_target,test,98,1,75.0
B_C12_source_C345_target,test,380,1,250.0
B_C12_source_C345_target,test,164,1,100.0
B_C12_source_C345_target,test,93,1,75.0
B_C12_source_C345_target,test,419,1,250.0
B_C12_source_C345_target,test,1427,3,100.0
B_C12_source_C345_target,test,988,2,50.0
B_C12_source_C345_target,test,102,1,75.0
B_C12_source_C345_target,test,82,1,50.0
B_C12_source_C345_target,test,411,1,250.0
B_C12_source_C345_target,test,605,0,62.5
B_C12_source_C345_target,test,958,2,37.5
B_C12_source_C345_target,test,548,0,50.0
B_C12_source_C345_target,test,760,0,112.5
B_C12_source_C345_target,test,266,1,175.0
B_C12_source_C345_target,test,80,1,50.0
B_C12_source_C345_target,test,1459,3,125.0
B_C12_source_C345_target,test,1396,3,100.0
B_C12_source_C345_target,test,139,1,100.0
B_C12_source_C345_target,test,1068,2,75.0
B_C12_source_C345_target,test,672,0,87.5
B_C12_source_C345_target,test,127,1,100.0
B_C12_source_C345_target,test,1164,2,100.0
B_C12_source_C345_target,test,606,0,62.5
B_C12_source_C345_target,test,972,2,50.0
B_C12_source_C345_target,test,500,0,25.0
B_C12_source_C345_target,test,554,0,50.0
B_C12_source_C345_target,test,467,0,25.0
B_C12_source_C345_target,test,1622,3,225.0
B_C12_source_C345_target,test,1197,2,112.5
B_C12_source_C345_target,test,1660,3,250.0
B_C12_source_C345_target,test,783,0,112.5
B_C12_source_C345_target,test,963,2,37.5
B_C12_source_C345_target,test,129,1,100.0
B_C12_source_C345_target,test,818,0,125.0
B_C12_source_C345_target,test,198,1,125.0
B_C12_source_C345_target,test,46,1,50.0
B_C12_source_C345_target,test,1183,2,112.5
B_C12_source_C345_target,test,1141,2,100.0
B_C12_source_C345_target,test,1457,3,125.0
B_C12_source_C345_target,test,579,0,50.0
B_C12_source_C345_target,test,834,0,125.0
B_C12_source_C345_target,test,1133,2,87.5
B_C12_source_C345_target,test,628,0,62.5
B_C12_source_C345_target,test,1398,3,100.0
B_C12_source_C345_target,test,737,0,100.0
B_C12_source_C345_target,test,1548,3,175.0
B_C12_source_C345_target,test,1421,3,100.0
B_C12_source_C345_target,test,1679,3,250.0
B_C12_source_C345_target,test,1400,3,100.0
B_C12_source_C345_target,test,1237,2,125.0
B_C12_source_C345_target,test,1290,3,25.0
B_C12_source_C345_target,test,735,0,100.0
B_C12_source_C345_target,test,414,1,250.0
B_C12_source_C345_target,test,270,1,175.0
B_C12_source_C345_target,test,515,0,37.5
B_C12_source_C345_target,test,493,0,25.0
B_C12_source_C345_target,test,1311,3,50.0
B_C12_source_C345_target,test,341,1,225.0
B_C12_source_C345_target,test,351,1,225.0
B_C12_source_C345_target,test,1460,3,125.0
B_C12_source_C345_target,test,945,2,37.5
B_C12_source_C345_target,test,718,0,100.0
B_C12_source_C345_target,test,231,1,150.0
B_C12_source_C345_target,test,1124,2,87.5
B_C12_source_C345_target,test,336,1,225.0
B_C12_source_C345_target,test,755,0,100.0
B_C12_source_C345_target,test,92,1,75.0
B_C12_source_C345_target,test,540,0,37.5
B_C12_source_C345_target,test,1659,3,250.0
B_C12_source_C345_target,test,268,1,175.0
B_C12_source_C345_target,test,1377,3,75.0
B_C12_source_C345_target,test,1600,3,225.0
B_C12_source_C345_target,test,876,2,12.5
B_C12_source_C345_target,test,1025,2,62.5
B_C12_source_C345_target,test,1098,2,87.5
B_C12_source_C345_target,test,86,1,75.0
B_C12_source_C345_target,test,404,1,250.0
B_C12_source_C345_target,test,1103,2,87.5
B_C12_source_C345_target,test,1272,3,25.0
B_C12_source_C345_target,test,1017,2,62.5
B_C12_source_C345_target,test,984,2,50.0
B_C12_source_C345_target,test,246,1,150.0
B_C12_source_C345_target,test,1397,3,100.0
B_C12_source_C345_target,test,604,0,62.5
B_C12_source_C345_target,test,1644,3,250.0
B_C12_source_C345_target,test,1114,2,87.5
B_C12_source_C345_target,test,1150,2,100.0
B_C12_source_C345_target,test,383,1,250.0
B_C12_source_C345_target,test,19,1,25.0
B_C12_source_C345_target,test,1528,3,175.0
B_C12_source_C345_target,test,25,1,25.0
B_C12_source_C345_target,test,132,1,100.0
B_C12_source_C345_target,test,1617,3,225.0
B_C12_source_C345_target,test,426,0,12.5
B_C12_source_C345_target,test,1067,2,75.0
B_C12_source_C345_target,test,937,2,37.5
B_C12_source_C345_target,test,1579,3,200.0
B_C12_source_C345_target,test,463,0,25.0
B_C12_source_C345_target,test,758,0,112.5
B_C12_source_C345_target,test,271,1,175.0
B_C12_source_C345_target,test,1444,3,125.0
B_C12_source_C345_target,test,379,1,250.0
B_C12_source_C345_target,test,1597,3,225.0
B_C12_source_C345_target,test,1436,3,125.0
B_C12_source_C345_target,test,543,0,37.5
B_C12_source_C345_target,test,686,0,87.5
B_C12_source_C345_target,test,551,0,50.0
B_C12_source_C345_target,test,1674,3,250.0
B_C12_source_C345_target,test,157,1,100.0
B_C12_source_C345_target,test,1062,2,75.0
B_C12_source_C345_target,test,1069,2,75.0
B_C12_source_C345_target,test,1136,2,100.0
B_C12_source_C345_target,test,1428,3,125.0
B_C12_source_C345_target,test,1661,3,250.0
B_C12_source_C345_target,test,410,1,250.0
B_C12_source_C345_target,test,1373,3,75.0
B_C12_source_C345_target,test,1246,2,125.0
B_C12_source_C345_target,test,39,1,25.0
B_C12_source_C345_target,test,1495,3,150.0
B_C12_source_C345_target,test,471,0,25.0
B_C12_source_C345_target,test,723,0,100.0
B_C12_source_C345_target,test,1450,3,125.0
B_C12_source_C345_target,test,340,1,225.0
